2017-10-16 09:22:00 11 捡 107
2017-10-16 09:22:04 11 捡 103
2017-10-16 09:22:50 11 捡 1500
2017-10-16 09:22:52 11 捡 1500
2017-10-16 09:22:52 11 捡 1500
2017-10-16 09:22:53 11 捡 1500
2017-10-16 09:22:53 11 捡 1500
2017-10-16 09:24:04 12 Dịch Trạm -1
2017-10-16 09:28:27 15 捡 750
2017-10-16 09:28:28 15 捡 750
2017-10-16 09:28:29 15 捡 750
2017-10-16 09:29:50 20 Dịch Trạm -1
2017-10-16 09:32:00 20 捡 194
2017-10-16 09:32:02 20 捡 174
2017-10-16 09:32:10 20 捡 109
2017-10-16 09:32:11 20 捡 121
2017-10-16 09:32:34 24 捡 52
2017-10-16 09:32:49 24 捡 96
2017-10-16 09:32:51 24 捡 98
2017-10-16 09:32:58 26 捡 82
2017-10-16 09:40:46 40 捡 24450
2017-10-16 09:40:52 40 捡 24000
2017-10-16 09:41:06 40 捡 15300
2017-10-16 09:41:08 40 捡 29250
2017-10-16 09:41:10 40 捡 25800
2017-10-16 09:41:12 40 捡 28050
2017-10-16 09:41:25 40 捡 25350
2017-10-16 09:41:27 40 捡 29100
2017-10-16 09:41:34 40 捡 21900
2017-10-16 09:41:42 40 捡 24450
2017-10-16 09:41:44 40 捡 24750
2017-10-16 09:49:32 40 捡 1500
2017-10-16 09:49:33 40 捡 1500
2017-10-16 09:49:33 40 捡 1500
2017-10-16 09:49:33 40 捡 1500
2017-10-16 09:49:33 40 捡 1500
2017-10-16 09:51:49 40 捡 4500
2017-10-16 09:51:49 40 捡 4500
2017-10-16 09:51:49 40 捡 4500
2017-10-16 09:51:50 40 捡 4500
2017-10-16 09:51:52 40 捡 4500
2017-10-16 09:53:47 40 捡 4500
2017-10-16 09:53:49 40 捡 4500
2017-10-16 09:53:49 40 捡 4500
2017-10-16 09:53:49 40 捡 4500
2017-10-16 09:53:52 40 捡 4500
2017-10-16 09:58:47 40 捡 6000
2017-10-16 09:58:47 40 捡 6000
2017-10-16 09:58:47 40 捡 6000
2017-10-16 09:58:50 40 捡 6000
2017-10-16 09:58:53 40 捡 6000
2017-10-16 10:05:53 40 Dịch Trạm -1
2017-10-16 10:23:52 50 Dịch Trạm -1
2017-10-16 12:01:12 50 Dịch Trạm -800
2017-10-16 12:02:38 50 Dịch Trạm -600
2017-10-16 12:03:17 50 Dịch Trạm -900
2017-10-16 12:15:51 50 Dịch Trạm -1
2017-10-16 12:22:31 50 Dịch Trạm -1
2017-10-16 12:23:03 50 捡 16800
2017-10-16 12:23:05 50 捡 24450
2017-10-16 12:23:16 50 捡 21000
2017-10-16 12:23:16 50 捡 25650
2017-10-16 12:23:16 50 捡 16200
2017-10-16 12:23:18 50 捡 21600
2017-10-16 12:23:27 50 捡 28350
2017-10-16 12:23:27 50 捡 24750
2017-10-16 12:23:30 50 捡 19200
2017-10-16 12:23:36 50 捡 20250
2017-10-16 12:23:41 50 捡 28500
2017-10-16 12:23:49 50 捡 29250
2017-10-16 12:23:49 50 捡 26100
2017-10-16 12:23:51 50 捡 22350
2017-10-16 12:23:52 50 捡 26700
2017-10-16 12:23:58 50 捡 18300
2017-10-16 12:24:04 50 捡 27600
2017-10-16 12:24:05 50 捡 23550
2017-10-16 12:24:06 50 捡 18300
2017-10-16 12:24:06 50 捡 24150
2017-10-16 12:24:07 50 捡 26100
2017-10-16 12:24:11 50 捡 19950
2017-10-16 12:24:12 50 捡 24450
2017-10-16 12:24:18 50 捡 27000
2017-10-16 12:24:21 50 捡 25950
2017-10-16 12:24:23 50 捡 23700
2017-10-16 12:24:28 50 捡 27600
2017-10-16 12:24:30 50 捡 21600
2017-10-16 12:24:35 50 捡 18300
2017-10-16 12:24:42 50 捡 24000
2017-10-16 12:24:45 50 捡 25500
2017-10-16 12:24:46 50 捡 27900
2017-10-16 12:24:47 50 捡 24450
2017-10-16 12:24:53 50 捡 19950
2017-10-16 12:24:54 50 捡 17700
2017-10-16 12:24:55 50 捡 24450
2017-10-16 12:24:55 50 捡 15750
2017-10-16 12:24:55 50 捡 21000
2017-10-16 12:24:57 50 捡 16050
2017-10-16 12:24:58 50 捡 20550
2017-10-16 12:24:59 50 捡 16050
2017-10-16 12:25:04 50 捡 16050
2017-10-16 12:25:04 50 捡 25050
2017-10-16 12:25:07 50 捡 28650
2017-10-16 12:25:07 50 捡 29100
2017-10-16 12:25:16 50 捡 29400
2017-10-16 12:25:17 50 捡 22800
2017-10-16 12:25:22 50 捡 25650
2017-10-16 12:25:24 50 捡 22200
2017-10-16 12:25:29 50 捡 16350
2017-10-16 12:25:30 50 捡 17100
2017-10-16 12:25:30 50 捡 25350
2017-10-16 12:25:34 50 捡 17400
2017-10-16 12:25:40 50 捡 24300
2017-10-16 12:25:41 50 捡 27150
2017-10-16 12:25:45 50 捡 23700
2017-10-16 12:25:49 50 捡 18900
2017-10-16 12:25:54 50 捡 28200
2017-10-16 12:25:56 50 捡 19500
2017-10-16 12:25:58 50 捡 19350
2017-10-16 12:26:04 50 捡 28950
2017-10-16 12:26:09 50 捡 22650
2017-10-16 12:26:11 50 捡 28950
2017-10-16 12:26:15 50 捡 26850
2017-10-16 12:26:19 50 捡 20250
2017-10-16 12:26:19 50 捡 23400
2017-10-16 12:26:21 50 捡 18750
2017-10-16 12:26:22 50 捡 20850
2017-10-16 12:26:23 50 捡 22500
2017-10-16 12:26:25 50 捡 18750
2017-10-16 12:26:26 50 捡 20400
2017-10-16 12:26:31 50 捡 24300
2017-10-16 12:26:31 50 捡 18900
2017-10-16 12:26:33 50 捡 27300
2017-10-16 12:26:34 50 捡 29850
2017-10-16 12:26:42 50 捡 17400
2017-10-16 12:26:43 50 捡 26550
2017-10-16 12:26:43 50 捡 26550
2017-10-16 12:26:43 50 捡 24750
2017-10-16 12:26:43 50 捡 22200
2017-10-16 12:26:46 50 捡 15750
2017-10-16 12:26:47 50 捡 24300
2017-10-16 12:26:51 50 捡 19950
2017-10-16 12:26:55 50 捡 18300
2017-10-16 12:26:56 50 捡 24450
2017-10-16 12:26:56 50 捡 24000
2017-10-16 12:27:01 50 捡 18300
2017-10-16 12:27:02 50 捡 28800
2017-10-16 12:27:05 50 捡 24750
2017-10-16 12:27:07 50 捡 26100
2017-10-16 12:27:13 50 捡 19950
2017-10-16 12:27:14 50 捡 25650
2017-10-16 12:27:15 50 捡 26850
2017-10-16 12:27:22 50 捡 24150
2017-10-16 12:27:22 50 捡 27750
2017-10-16 12:27:27 50 捡 18600
2017-10-16 12:27:28 50 捡 28050
2017-10-16 12:27:28 50 捡 24750
2017-10-16 12:27:34 50 捡 22950
2017-10-16 12:27:34 50 捡 21750
2017-10-16 12:27:35 50 捡 22200
2017-10-16 12:27:36 50 捡 23850
2017-10-16 12:27:39 50 捡 15900
2017-10-16 12:27:40 50 捡 20100
2017-10-16 12:27:50 50 捡 19500
2017-10-16 12:27:52 50 捡 27600
2017-10-16 12:27:53 50 捡 17400
2017-10-16 12:27:54 50 捡 16350
2017-10-16 12:27:58 50 捡 22650
2017-10-16 12:28:00 50 捡 22350
2017-10-16 12:28:11 50 捡 24150
2017-10-16 12:28:14 50 捡 26100
2017-10-16 12:28:18 50 捡 21150
2017-10-16 12:28:18 50 捡 22500
2017-10-16 12:28:20 50 捡 27900
2017-10-16 12:28:23 50 捡 20250
2017-10-16 12:28:25 50 捡 18450
2017-10-16 12:28:26 50 捡 15000
2017-10-16 12:28:27 50 捡 24150
2017-10-16 12:28:28 50 捡 20400
2017-10-16 12:28:28 50 捡 15900
2017-10-16 12:28:28 50 捡 29550
2017-10-16 12:28:30 50 捡 21450
2017-10-16 12:28:36 50 捡 24750
2017-10-16 12:28:37 50 捡 16950
2017-10-16 12:28:39 50 捡 22200
2017-10-16 12:28:41 50 捡 23250
2017-10-16 12:28:43 50 捡 19950
2017-10-16 12:28:43 50 捡 21900
2017-10-16 12:28:44 50 捡 20250
2017-10-16 12:28:50 50 捡 21000
2017-10-16 12:28:50 50 捡 23550
2017-10-16 12:28:51 50 捡 19650
2017-10-16 12:28:51 50 捡 29850
2017-10-16 12:28:51 50 捡 22500
2017-10-16 12:28:53 50 捡 19950
2017-10-16 12:28:54 50 捡 17550
2017-10-16 12:28:55 50 捡 28800
2017-10-16 12:28:57 50 捡 26250
2017-10-16 12:28:57 50 捡 27150
2017-10-16 12:29:00 50 捡 18450
