#/npc/std/pet.c
SaveDatabase (["no_fuse":1,"no_give":1,"shenshou":1,"show_time":482,])
SaveDbase2 ([])
Con 52
Spi 18
Str 10
Cps 10
Dex 10
HP (/1015,1015,/)
MP (/72,72,/)
HP_Cent 50
AP 57
DP 73
CP 46
PP 46
SP 32
mpPerform (["74001":1506885059,])
Family (/0,0,0,0,0,0,0,/)
Org (/0,0,0,0,0,0,0,/)
City (/0,0,0,0,0,0,0,/)
Skills (["74205":(/1,0,/),"74231":(/1,0,/),"74001":(/1,0,/),"74225":(/1,0,/),"74214":(/1,0,/),])
WeaponCode 60
Name "Rồng"
PicId 3011
Owner 
OwnerNumber 1
Effect ({0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,})
pet_id "1_1506885044"
FirstOwnerId 1
FirstOwnerName "Tâm_Diện"
birthday 1506885044
OwnerTime 1506885044
FirstName "Rồng"
OwnerName "Tâm_Diện"
OwnerAccount "ngocsd#2"
OwnerNumber 1
lifetime 10000
faith 80
blood 1
iPortrait 3011
con_grow 1975
str_grow 1379
cps_grow 1589
mp_grow 804
ma_grow 606
md_grow 1006
dex_grow 1726
