#/npc/std/pet.c
SaveDatabase (["no_fuse":1,"no_give":1,"shenshou":1,])
SaveDbase2 ([])
Con 31
Spi 11
Str 12
Cps 36
Dex 10
HP (/551,551,/)
MP (/98,98,/)
HP_Cent 50
AP 28
DP 246
CP 70
PP 36
SP 27
mpPerform ([])
Family (/0,0,0,0,0,0,0,/)
Org (/0,0,0,0,0,0,0,/)
City (/0,0,0,0,0,0,0,/)
Skills (["74104":(/1,0,/),"74001":(/1,0,/),"74206":(/1,0,/),"74227":(/1,0,/),"74209":(/1,0,/),])
WeaponCode 60
Name "Song Tử"
PicId 3023
Owner 
OwnerNumber 1
Effect ({0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,})
pet_id "1_1506885032"
FirstOwnerId 1
FirstOwnerName "Tâm_Diện"
birthday 1506885032
OwnerTime 1506885032
FirstName "Song Tử"
OwnerName "Tâm_Diện"
OwnerAccount "ngocsd#2"
OwnerNumber 1
lifetime 10000
faith 80
blood 1
iPortrait 3023
con_grow 1803
str_grow 676
cps_grow 1491
mp_grow 1794
ma_grow 1270
md_grow 1297
dex_grow 1704
