2017-10-11 22:17:39 16 死亡 -686
2017-10-11 22:19:48 20 Dịch Trạm -1
2017-10-11 22:21:49 20 捡 24000
2017-10-11 22:21:50 20 捡 16200
2017-10-11 22:21:50 20 捡 24300
2017-10-11 22:22:04 20 捡 21000
2017-10-11 22:22:05 20 捡 18600
2017-10-11 22:22:07 20 捡 22950
2017-10-11 22:22:07 20 捡 16350
2017-10-11 22:22:11 20 捡 17550
2017-10-11 22:22:14 20 捡 26550
2017-10-11 22:22:15 20 捡 15150
2017-10-11 22:22:33 21 捡 29400
2017-10-11 22:22:33 21 捡 21300
2017-10-11 22:22:35 21 捡 24000
2017-10-11 22:22:57 21 捡 23100
2017-10-11 22:22:59 21 捡 19500
2017-10-11 22:23:00 21 捡 24300
2017-10-11 22:23:01 21 捡 18750
2017-10-11 22:23:01 21 捡 18150
2017-10-11 22:23:03 21 捡 16800
2017-10-11 22:23:04 21 捡 24150
2017-10-11 22:23:11 21 捡 24750
2017-10-11 22:23:33 21 捡 18300
2017-10-11 22:23:34 21 捡 28200
2017-10-11 22:23:34 21 捡 16200
2017-10-11 22:23:34 21 捡 29250
2017-10-11 22:23:36 21 捡 17250
2017-10-11 22:23:36 21 捡 15750
2017-10-11 22:23:37 21 捡 23550
2017-10-11 22:23:38 21 捡 24150
2017-10-11 22:23:38 21 捡 21150
2017-10-11 22:23:38 21 捡 26550
2017-10-11 22:23:38 21 捡 25800
2017-10-11 22:23:40 21 捡 19950
2017-10-11 22:23:42 21 捡 25650
2017-10-11 22:24:10 21 捡 21600
2017-10-11 22:24:10 21 捡 20400
2017-10-11 22:24:10 21 捡 18900
2017-10-11 22:24:11 21 捡 16650
2017-10-11 22:24:11 21 捡 24150
2017-10-11 22:24:12 21 捡 18450
2017-10-11 22:24:12 21 捡 27900
2017-10-11 22:24:12 21 捡 21450
2017-10-11 22:24:14 21 捡 26700
2017-10-11 22:24:15 21 捡 25200
2017-10-11 22:24:15 21 捡 22950
2017-10-11 22:24:16 21 捡 26400
2017-10-11 22:24:18 21 捡 27900
2017-10-11 22:24:27 21 捡 26700
2017-10-11 22:24:28 21 捡 18900
2017-10-11 22:24:29 21 捡 26550
2017-10-11 22:24:30 21 捡 29850
2017-10-11 22:24:34 21 捡 24000
2017-10-11 22:25:00 27 捡 29550
2017-10-11 22:25:01 27 捡 21450
2017-10-11 22:25:01 27 捡 20700
2017-10-11 22:25:02 27 捡 27750
2017-10-11 22:25:02 27 捡 21000
2017-10-11 22:25:02 27 捡 23550
2017-10-11 22:25:04 27 捡 16050
2017-10-11 22:25:04 27 捡 19200
2017-10-11 22:25:05 27 捡 29850
2017-10-11 22:25:05 27 捡 22500
2017-10-11 22:25:05 27 捡 17100
2017-10-11 22:25:05 27 捡 29550
2017-10-11 22:25:05 27 捡 24450
2017-10-11 22:25:07 27 捡 19950
2017-10-11 22:25:07 27 捡 25500
2017-10-11 22:25:30 28 捡 26550
2017-10-11 22:25:30 28 捡 24150
2017-10-11 22:25:31 28 捡 27000
2017-10-11 22:25:32 28 捡 22800
2017-10-11 22:25:35 28 捡 18900
2017-10-11 22:25:36 28 捡 21900
2017-10-11 22:25:38 28 捡 28650
2017-10-11 22:25:39 28 捡 26400
2017-10-11 22:25:42 28 捡 24000
2017-10-11 22:25:42 28 捡 23700
2017-10-11 22:25:43 28 捡 25200
2017-10-11 22:25:49 28 捡 29550
2017-10-11 22:27:28 28 捡 147
2017-10-11 22:35:05 51 捡 163
2017-10-11 22:43:24 58 捡 333
2017-10-11 22:46:29 58 Dịch Trạm -1
2017-10-11 22:55:56 58 Dịch Trạm -1
2017-10-12 19:40:11 58 捡 2500
2017-10-12 19:40:11 58 捡 2500
2017-10-12 19:40:12 58 捡 2500
