2017-10-10 20:09:18 10 Dịch Trạm -1
2017-10-10 20:18:42 15 捡 163
2017-10-10 20:21:31 17 捡 1500
2017-10-10 20:21:31 17 捡 1500
2017-10-10 20:21:32 17 捡 1500
2017-10-10 20:21:33 17 捡 1500
2017-10-10 20:21:33 17 捡 1500
2017-10-10 20:24:23 19 捡 1500
2017-10-10 20:24:23 19 捡 1500
2017-10-10 20:24:24 19 捡 1500
2017-10-10 20:24:24 19 捡 1500
2017-10-10 20:24:26 19 捡 1500
2017-10-10 20:25:58 20 Dịch Trạm -1
2017-10-10 20:26:53 20 Dịch Trạm -1
2017-10-10 20:33:35 20 Dịch Trạm -1
2017-10-10 20:33:54 20 Dịch Trạm -1
2017-10-10 20:37:21 20 Dịch Trạm -400
2017-10-10 20:41:17 21 Dịch Trạm -400
2017-10-10 20:51:39 24 Dịch Trạm -1
2017-10-10 21:01:12 24 捡 500
2017-10-10 21:01:16 24 捡 500
2017-10-10 21:01:17 24 捡 500
2017-10-10 21:01:17 24 捡 500
2017-10-10 21:01:28 24 捡 500
2017-10-10 21:01:32 24 捡 500
2017-10-10 21:01:34 24 捡 500
2017-10-10 21:01:34 24 捡 500
2017-10-10 21:02:13 24 捡 500
2017-10-10 21:02:13 24 捡 500
2017-10-10 21:02:15 24 捡 500
2017-10-10 21:02:16 24 捡 500
2017-10-10 21:02:17 24 捡 500
2017-10-10 21:02:18 24 捡 500
2017-10-10 21:02:19 24 捡 500
2017-10-10 21:02:56 24 捡 500
2017-10-10 21:03:01 24 捡 500
2017-10-10 21:03:04 24 捡 500
2017-10-10 21:03:04 24 捡 500
2017-10-10 21:03:04 24 捡 500
2017-10-10 21:03:07 24 捡 500
2017-10-10 21:03:07 24 捡 500
2017-10-10 21:03:07 24 捡 500
2017-10-10 21:03:09 24 捡 500
2017-10-10 21:03:39 24 捡 500
2017-10-10 21:03:39 24 捡 500
2017-10-10 21:03:53 24 捡 500
2017-10-10 21:03:53 24 捡 500
2017-10-10 21:07:53 24 Dịch Trạm -1
2017-10-10 21:09:15 24 捡 24300
2017-10-10 21:09:17 24 捡 15750
2017-10-10 21:09:33 24 捡 19650
2017-10-10 21:09:46 24 捡 23250
2017-10-10 21:10:22 24 捡 25500
2017-10-10 21:10:36 24 捡 29250
2017-10-10 21:11:10 24 捡 27900
2017-10-10 21:12:09 24 捡 28950
2017-10-10 21:12:10 24 捡 22800
2017-10-10 21:12:34 26 捡 15000
2017-10-10 21:12:34 26 捡 28500
2017-10-10 21:12:34 26 捡 29550
2017-10-10 21:12:35 26 捡 26550
2017-10-10 21:13:03 26 捡 19500
2017-10-10 21:13:22 26 捡 24450
2017-10-10 21:13:30 26 捡 26550
2017-10-10 21:13:31 26 捡 28350
2017-10-10 21:13:31 26 捡 27450
2017-10-10 21:13:53 26 捡 17100
2017-10-10 21:13:55 26 捡 27600
2017-10-10 21:13:56 26 捡 25050
2017-10-10 21:14:08 26 捡 28350
2017-10-10 21:14:28 26 捡 18000
2017-10-10 21:14:28 26 捡 28500
2017-10-10 21:14:28 26 捡 28500
2017-10-10 21:14:36 26 捡 24000
2017-10-10 21:14:42 26 捡 25650
2017-10-10 21:14:46 26 捡 27000
2017-10-10 21:14:57 26 捡 24150
2017-10-10 21:14:57 26 捡 28500
2017-10-10 21:15:02 26 捡 25800
2017-10-10 21:15:13 26 捡 19350
2017-10-10 21:16:34 26 捡 179
2017-10-10 21:21:58 35 捡 114
2017-10-10 21:21:58 35 捡 105
2017-10-10 21:23:48 41 捡 136
2017-10-10 21:25:04 41 捡 167
2017-10-10 21:25:04 41 捡 199
2017-10-10 21:25:29 41 捡 117
2017-10-10 21:28:30 41 Dịch Trạm -1
2017-10-10 22:10:46 43 Dịch Trạm -1
2017-10-10 22:13:53 46 捡 28350
2017-10-10 22:13:54 46 捡 21000
2017-10-10 22:14:45 46 Dịch Trạm -1300
2017-10-10 22:16:57 46 Dịch Trạm -1
2017-10-10 22:23:49 46 Dịch Trạm -1
2017-10-10 22:33:52 46 Dịch Trạm -1
2017-10-10 22:37:59 46 Dịch Trạm -1
2017-10-10 22:38:43 46 Dịch Trạm -1
2017-10-10 22:41:13 46 Dịch Trạm -1
2017-10-10 22:41:35 46 Dịch Trạm -1
2017-10-10 22:44:13 46 Dịch Trạm -1
2017-10-10 22:44:27 46 Dịch Trạm -1
2017-10-10 22:46:43 46 Dịch Trạm -1
2017-10-10 22:48:37 46 Dịch Trạm -1
2017-10-10 22:50:52 46 Dịch Trạm -1
2017-10-10 22:53:12 46 Dịch Trạm -1
2017-10-10 23:01:08 46 捡 500
2017-10-10 23:01:08 46 捡 500
2017-10-10 23:01:08 46 捡 500
2017-10-10 23:01:09 46 捡 500
2017-10-10 23:01:09 46 捡 500
2017-10-10 23:01:09 46 捡 500
2017-10-10 23:01:10 46 捡 500
2017-10-10 23:03:55 46 Dịch Trạm -1
2017-10-10 23:06:33 46 Dịch Trạm -400
2017-10-10 23:10:56 46 Dịch Trạm -400
2017-10-10 23:11:12 46 Dịch Trạm -600
2017-10-10 23:14:13 46 Dịch Trạm -700
2017-10-10 23:17:21 46 Dịch Trạm -900
2017-10-10 23:21:06 46 Dịch Trạm -600
2017-10-10 23:23:13 46 Dịch Trạm -700
2017-10-10 23:24:04 46 Dịch Trạm -500
2017-10-11 11:24:17 46 Dịch Trạm -900
2017-10-11 11:26:44 46 Dịch Trạm -500
2017-10-11 11:29:07 46 Dịch Trạm -400
2017-10-11 11:45:41 46 捡 171
2017-10-11 11:46:32 46 捡 165
2017-10-11 11:46:44 46 捡 108
2017-10-11 11:52:21 49 捡 162
2017-10-11 11:53:03 49 捡 180
2017-10-11 11:53:11 50 捡 165
2017-10-11 12:32:32 52 捡 3750
2017-10-11 12:32:34 52 捡 3750
2017-10-11 12:32:34 52 捡 3750
2017-10-11 12:32:46 52 Dịch Trạm -1
2017-10-11 12:35:34 52 Dịch Trạm -1
2017-10-11 12:37:13 52 Dịch Trạm -1
2017-10-11 12:38:16 52 Dịch Trạm -1
2017-10-11 12:55:20 55 捡 113
2017-10-11 13:07:18 60 捡 1000
2017-10-11 13:07:18 60 捡 1000
2017-10-11 13:11:31 60 捡 500
