2017-10-02 00:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-02 01:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-02 02:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-02 22:00:15 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2017-10-02 23:00:16 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2017-10-03 09:00:15 2 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0
2017-10-03 10:00:15 2 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0
2017-10-03 11:00:15 2 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0
2017-10-03 12:00:15 2 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0
2017-10-03 20:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-03 21:00:16 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-03 22:00:15 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
2017-10-03 23:00:15 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
2017-10-04 00:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-04 07:00:15 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
2017-10-04 08:00:15 2 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0
2017-10-04 09:00:15 3 1 2 0 0 0 0 1 0 0 0 2 0 0 0 0
2017-10-04 10:00:15 4 0 3 0 0 1 0 0 0 0 1 1 0 0 0 0
2017-10-04 11:00:15 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
2017-10-04 14:00:15 2 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0
2017-10-04 15:00:15 2 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0
2017-10-04 20:00:15 2 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0
2017-10-04 21:00:15 3 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0
2017-10-04 23:00:15 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2017-10-05 00:00:15 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2017-10-05 01:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-05 02:00:15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2017-10-05 07:00:16 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2017-10-05 09:00:15 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
2017-10-05 13:00:15 2 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0
2017-10-05 14:00:15 2 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0
2017-10-05 16:00:16 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2017-10-05 17:00:15 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2017-10-05 21:00:15 2 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0
2017-10-05 22:00:15 2 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0
2017-10-05 23:00:15 3 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0
